file_name,stem,extension,path,relative_path,size_mb,modified_at,match_key,exists_in_mosaic
GEOSP-TRN-002522_GS_ORTOFOTO_EB2_020526.tif,GEOSP-TRN-002522_GS_ORTOFOTO_EB2_020526,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-002522_GS_ORTOFOTO_EB2_020526.tif,SOLO_TIF_02Jun26\GEOSP-TRN-002522_GS_ORTOFOTO_EB2_020526.tif,47.776,2026-06-11 10:39:05,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-002522_gs_ortofoto_eb2_020526.tif,False
GEOSP-TRN-002551_1001-03-T-CS-202-5600-C-DW-11490[000].tif,GEOSP-TRN-002551_1001-03-T-CS-202-5600-C-DW-11490[000],.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-002551_1001-03-T-CS-202-5600-C-DW-11490[000].tif,SOLO_TIF_02Jun26\GEOSP-TRN-002551_1001-03-T-CS-202-5600-C-DW-11490[000].tif,37.785,2026-06-11 10:39:07,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-002551_1001-03-t-cs-202-5600-c-dw-11490[000].tif,False
GEOSP-TRN-002562_1001-03-T-CS-202-5600-C-DW-11492[000].tif,GEOSP-TRN-002562_1001-03-T-CS-202-5600-C-DW-11492[000],.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-002562_1001-03-T-CS-202-5600-C-DW-11492[000].tif,SOLO_TIF_02Jun26\GEOSP-TRN-002562_1001-03-T-CS-202-5600-C-DW-11492[000].tif,47.647,2026-06-11 10:39:08,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-002562_1001-03-t-cs-202-5600-c-dw-11492[000].tif,False
GEOSP-TRN-002566_1001-03-T-CS-202-5600-C-DW-11494[000].tif,GEOSP-TRN-002566_1001-03-T-CS-202-5600-C-DW-11494[000],.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-002566_1001-03-T-CS-202-5600-C-DW-11494[000].tif,SOLO_TIF_02Jun26\GEOSP-TRN-002566_1001-03-T-CS-202-5600-C-DW-11494[000].tif,62.129,2026-06-11 10:39:10,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-002566_1001-03-t-cs-202-5600-c-dw-11494[000].tif,False
GEOSP-TRN-002572_GS_Ortofoto_EDT_09-05-26.tif,GEOSP-TRN-002572_GS_Ortofoto_EDT_09-05-26,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-002572_GS_Ortofoto_EDT_09-05-26.tif,SOLO_TIF_02Jun26\GEOSP-TRN-002572_GS_Ortofoto_EDT_09-05-26.tif,32.658,2026-06-11 10:39:11,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-002572_gs_ortofoto_edt_09-05-26.tif,False
GEOSP-TRN-002573_GS_ORTOFOTO DEP13 - PV5 (08-05-2026).tif,GEOSP-TRN-002573_GS_ORTOFOTO DEP13 - PV5 (08-05-2026),.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-002573_GS_ORTOFOTO DEP13 - PV5 (08-05-2026).tif,SOLO_TIF_02Jun26\GEOSP-TRN-002573_GS_ORTOFOTO DEP13 - PV5 (08-05-2026).tif,32.534,2026-06-11 10:39:15,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-002573_gs_ortofoto dep13 - pv5 (08-05-2026).tif,False
GEOSP-TRN-002576_GS_ORTOFOTO PATIO SDRNP_08-05-2026.tif,GEOSP-TRN-002576_GS_ORTOFOTO PATIO SDRNP_08-05-2026,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-002576_GS_ORTOFOTO PATIO SDRNP_08-05-2026.tif,SOLO_TIF_02Jun26\GEOSP-TRN-002576_GS_ORTOFOTO PATIO SDRNP_08-05-2026.tif,348.052,2026-06-11 10:39:20,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-002576_gs_ortofoto patio sdrnp_08-05-2026.tif,False
GEOSP-TRN-002577_1001-03-T-CS-202-5600-C-DW-11500[000].tif,GEOSP-TRN-002577_1001-03-T-CS-202-5600-C-DW-11500[000],.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-002577_1001-03-T-CS-202-5600-C-DW-11500[000].tif,SOLO_TIF_02Jun26\GEOSP-TRN-002577_1001-03-T-CS-202-5600-C-DW-11500[000].tif,2.235,2026-06-11 10:39:21,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-002577_1001-03-t-cs-202-5600-c-dw-11500[000].tif,False
GEOSP-TRN-002580_GS_Ortofoto Deposito Patio Pulmon.tif,GEOSP-TRN-002580_GS_Ortofoto Deposito Patio Pulmon,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-002580_GS_Ortofoto Deposito Patio Pulmon.tif,SOLO_TIF_02Jun26\GEOSP-TRN-002580_GS_Ortofoto Deposito Patio Pulmon.tif,36.005,2026-06-11 10:39:24,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-002580_gs_ortofoto deposito patio pulmon.tif,False
GEOSP-TRN-002587_1001-03-T-CS-202-5600-C-DW-11504[000].tif,GEOSP-TRN-002587_1001-03-T-CS-202-5600-C-DW-11504[000],.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-002587_1001-03-T-CS-202-5600-C-DW-11504[000].tif,SOLO_TIF_02Jun26\GEOSP-TRN-002587_1001-03-T-CS-202-5600-C-DW-11504[000].tif,11.14,2026-06-11 10:39:24,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-002587_1001-03-t-cs-202-5600-c-dw-11504[000].tif,False
GEOSP-TRN-002588_1001-03-T-CS-202-5600-C-DW-11502[000].tif,GEOSP-TRN-002588_1001-03-T-CS-202-5600-C-DW-11502[000],.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-002588_1001-03-T-CS-202-5600-C-DW-11502[000].tif,SOLO_TIF_02Jun26\GEOSP-TRN-002588_1001-03-T-CS-202-5600-C-DW-11502[000].tif,5.468,2026-06-11 10:39:25,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-002588_1001-03-t-cs-202-5600-c-dw-11502[000].tif,False
GEOSP-TRN-002590_1001-03-T-CS-202-5600-C-DW-11506[000].tif,GEOSP-TRN-002590_1001-03-T-CS-202-5600-C-DW-11506[000],.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-002590_1001-03-T-CS-202-5600-C-DW-11506[000].tif,SOLO_TIF_02Jun26\GEOSP-TRN-002590_1001-03-T-CS-202-5600-C-DW-11506[000].tif,3.543,2026-06-11 10:39:26,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\geosp-trn-002590_1001-03-t-cs-202-5600-c-dw-11506[000].tif,False
SIN_ID_GS_ORTOFOTO_ESTACION DE VALVULAS N°1 (prioridad 14)_29_05_26_.tif,SIN_ID_GS_ORTOFOTO_ESTACION DE VALVULAS N°1 (prioridad 14)_29_05_26_,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\SIN_ID_GS_ORTOFOTO_ESTACION DE VALVULAS N°1 (prioridad 14)_29_05_26_.tif,SOLO_TIF_02Jun26\SIN_ID_GS_ORTOFOTO_ESTACION DE VALVULAS N°1 (prioridad 14)_29_05_26_.tif,717.701,2026-05-30 15:12:22,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_tif_02jun26\sin_id_gs_ortofoto_estacion de valvulas n°1 (prioridad 14)_29_05_26_.tif,False
