Name,source_path,status,error
CL_MLP_PAO_IF_Ortho_26_05_10_DME7_PA7_IF6,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Chacay_El_Mauro_Drone\26_05\CL_MLP_PAO_IF_Ortho_26_05_10_DME7_PA7_IF6.tif,missing_footprint,No existe footprint para Name=CL_MLP_PAO_IF_Ortho_26_05_10_DME7_PA7_IF6
