order,map_name,depth,group_path,layer_path,layer_name,long_name,is_group_layer,is_broken,visible,data_source,connection_info
460,MLP SIG PAO LAYOUT OFFLINE v4,3,Proyectos Pelambres\EVU\Segmentación EVU,Proyectos Pelambres\EVU\Segmentación EVU\Registros Flora ECC INF06 RevP,Registros Flora ECC INF06 RevP,Proyectos Pelambres\EVU\Segmentación EVU\Registros Flora ECC INF06 RevP,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_08_OTROS_PROYECTOS\CL_MLP_PAO_EVU_SEG_MLP612_Registros_Flora_ECC_INF06_RevP_PU,"{'dataset': 'CL_MLP_PAO_EVU_SEG_MLP612_Registros_Flora_ECC_INF06_RevP_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
461,MLP SIG PAO LAYOUT OFFLINE v4,3,Proyectos Pelambres\EVU\Segmentación EVU,Proyectos Pelambres\EVU\Segmentación EVU\Puntos COT INF06 RevP,Puntos COT INF06 RevP,Proyectos Pelambres\EVU\Segmentación EVU\Puntos COT INF06 RevP,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_08_OTROS_PROYECTOS\CL_MLP_PAO_EVU_SEG_MLP612_Puntos_COT_INF06_RevP_PU,"{'dataset': 'CL_MLP_PAO_EVU_SEG_MLP612_Puntos_COT_INF06_RevP_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
462,MLP SIG PAO LAYOUT OFFLINE v4,3,Proyectos Pelambres\EVU\Segmentación EVU,Proyectos Pelambres\EVU\Segmentación EVU\Puntos Flora INF06 RevP,Puntos Flora INF06 RevP,Proyectos Pelambres\EVU\Segmentación EVU\Puntos Flora INF06 RevP,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_08_OTROS_PROYECTOS\CL_MLP_PAO_EVU_SEG_MLP612_Puntos_Flora_INF06_RevP_PU,"{'dataset': 'CL_MLP_PAO_EVU_SEG_MLP612_Puntos_Flora_INF06_RevP_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
463,MLP SIG PAO LAYOUT OFFLINE v4,3,Proyectos Pelambres\EVU\Segmentación EVU,Proyectos Pelambres\EVU\Segmentación EVU\Registros Flora COD ECC INF06 RevP,Registros Flora COD ECC INF06 RevP,Proyectos Pelambres\EVU\Segmentación EVU\Registros Flora COD ECC INF06 RevP,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_08_OTROS_PROYECTOS\CL_MLP_PAO_EVU_SEG_MLP612_Registros_Flora_COD_ECC_INF06_RevP_PU,"{'dataset': 'CL_MLP_PAO_EVU_SEG_MLP612_Registros_Flora_COD_ECC_INF06_RevP_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
464,MLP SIG PAO LAYOUT OFFLINE v4,3,Proyectos Pelambres\EVU\Segmentación EVU,Proyectos Pelambres\EVU\Segmentación EVU\Area de Influencia INF06 RevP,Area de Influencia INF06 RevP,Proyectos Pelambres\EVU\Segmentación EVU\Area de Influencia INF06 RevP,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_08_OTROS_PROYECTOS\CL_MLP_PAO_EVU_SEG_MLP612_Area_de_Influencia_INF06_RevP_PO,"{'dataset': 'CL_MLP_PAO_EVU_SEG_MLP612_Area_de_Influencia_INF06_RevP_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
465,MLP SIG PAO LAYOUT OFFLINE v4,3,Proyectos Pelambres\EVU\Segmentación EVU,Proyectos Pelambres\EVU\Segmentación EVU\Segmentacion INF06 RevP,Segmentacion INF06 RevP,Proyectos Pelambres\EVU\Segmentación EVU\Segmentacion INF06 RevP,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_08_OTROS_PROYECTOS\CL_MLP_PAO_EVU_SEG_MLP612_Segmentacion_INF06_RevP_PO,"{'dataset': 'CL_MLP_PAO_EVU_SEG_MLP612_Segmentacion_INF06_RevP_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
467,MLP SIG PAO LAYOUT OFFLINE v4,2,Proyectos Pelambres\S/E CENTELLA,Proyectos Pelambres\S/E CENTELLA\Obras puntuales S/E Centella,Obras puntuales S/E Centella,Proyectos Pelambres\S/E CENTELLA\Obras puntuales S/E Centella,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_08_OTROS_PROYECTOS\CL_MLP_PAO_OIAS_OBRAS_SE_CENTELLA_PU,"{'dataset': 'CL_MLP_PAO_OIAS_OBRAS_SE_CENTELLA_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
468,MLP SIG PAO LAYOUT OFFLINE v4,2,Proyectos Pelambres\S/E CENTELLA,Proyectos Pelambres\S/E CENTELLA\Obras lineales S/E Centella,Obras lineales S/E Centella,Proyectos Pelambres\S/E CENTELLA\Obras lineales S/E Centella,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_08_OTROS_PROYECTOS\CL_MLP_PAO_OIAS_OBRAS_SE_CENTELLA_LI,"{'dataset': 'CL_MLP_PAO_OIAS_OBRAS_SE_CENTELLA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
469,MLP SIG PAO LAYOUT OFFLINE v4,2,Proyectos Pelambres\S/E CENTELLA,Proyectos Pelambres\S/E CENTELLA\Obras areales S/E Centella,Obras areales S/E Centella,Proyectos Pelambres\S/E CENTELLA\Obras areales S/E Centella,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_08_OTROS_PROYECTOS\CL_LP_PAO_OIAS_OBRAS_SE_CENTELLA_PO,"{'dataset': 'CL_LP_PAO_OIAS_OBRAS_SE_CENTELLA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
471,MLP SIG PAO LAYOUT OFFLINE v4,2,Proyectos Pelambres\HIDROCICLONES,Proyectos Pelambres\HIDROCICLONES\01 Plataforma Estación de Bombeo Relaves (PEI),01 Plataforma Estación de Bombeo Relaves (PEI),Proyectos Pelambres\HIDROCICLONES\01 Plataforma Estación de Bombeo Relaves (PEI),False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\03_MAPX\offline\MLP_SIG_PAO_LAYOUT_OFFLINE_v4\01 Plataforma Estación de Bombeo Relaves (PEI).vtpk,
472,MLP SIG PAO LAYOUT OFFLINE v4,2,Proyectos Pelambres\HIDROCICLONES,Proyectos Pelambres\HIDROCICLONES\02 Plataforma Hidrociclones(PH),02 Plataforma Hidrociclones(PH),Proyectos Pelambres\HIDROCICLONES\02 Plataforma Hidrociclones(PH),False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\03_MAPX\offline\MLP_SIG_PAO_LAYOUT_OFFLINE_v4\02 Plataforma Hidrociclones(PH).vtpk,
473,MLP SIG PAO LAYOUT OFFLINE v4,2,Proyectos Pelambres\HIDROCICLONES,Proyectos Pelambres\HIDROCICLONES\03 Plataforma TK Agua (PTKAGUA),03 Plataforma TK Agua (PTKAGUA),Proyectos Pelambres\HIDROCICLONES\03 Plataforma TK Agua (PTKAGUA),False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\03_MAPX\offline\MLP_SIG_PAO_LAYOUT_OFFLINE_v4\03 Plataforma TK Agua (PTKAGUA).vtpk,
474,MLP SIG PAO LAYOUT OFFLINE v4,2,Proyectos Pelambres\HIDROCICLONES,Proyectos Pelambres\HIDROCICLONES\04 PIPING (Puente pipe rack),04 PIPING (Puente pipe rack),Proyectos Pelambres\HIDROCICLONES\04 PIPING (Puente pipe rack),False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\03_MAPX\offline\MLP_SIG_PAO_LAYOUT_OFFLINE_v4\04 PIPING (Puente pipe rack).vtpk,
475,MLP SIG PAO LAYOUT OFFLINE v4,2,Proyectos Pelambres\HIDROCICLONES,Proyectos Pelambres\HIDROCICLONES\05 CAMINOS EXISTENTES,05 CAMINOS EXISTENTES,Proyectos Pelambres\HIDROCICLONES\05 CAMINOS EXISTENTES,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\03_MAPX\offline\MLP_SIG_PAO_LAYOUT_OFFLINE_v4\05 CAMINOS EXISTENTES.vtpk,
476,MLP SIG PAO LAYOUT OFFLINE v4,2,Proyectos Pelambres\HIDROCICLONES,Proyectos Pelambres\HIDROCICLONES\06 ESTACION EXISTENTE,06 ESTACION EXISTENTE,Proyectos Pelambres\HIDROCICLONES\06 ESTACION EXISTENTE,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\03_MAPX\offline\MLP_SIG_PAO_LAYOUT_OFFLINE_v4\06 ESTACION EXISTENTE.vtpk,
479,MLP SIG PAO LAYOUT OFFLINE v4,3,Proyectos Pelambres\SPTF\Cambio lineas drenes Quillayes,Proyectos Pelambres\SPTF\Cambio lineas drenes Quillayes\Cambio lineas drenes Quillayes,Cambio lineas drenes Quillayes,Proyectos Pelambres\SPTF\Cambio lineas drenes Quillayes\Cambio lineas drenes Quillayes,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_08_OTROS_PROYECTOS\CL_MLP_PAO_SPTF_LI,"{'dataset': 'CL_MLP_PAO_SPTF_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
481,MLP SIG PAO LAYOUT OFFLINE v4,3,Proyectos Pelambres\SPTF\Recambio Tuberia STR36p,Proyectos Pelambres\SPTF\Recambio Tuberia STR36p\Recambio Tuberia STR36p_PU,Recambio Tuberia STR36p_PU,Proyectos Pelambres\SPTF\Recambio Tuberia STR36p\Recambio Tuberia STR36p_PU,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_08_OTROS_PROYECTOS\CL_MLP_PAO_SPTF_PU,"{'dataset': 'CL_MLP_PAO_SPTF_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
482,MLP SIG PAO LAYOUT OFFLINE v4,3,Proyectos Pelambres\SPTF\Recambio Tuberia STR36p,Proyectos Pelambres\SPTF\Recambio Tuberia STR36p\Recambio Tuberia STR36p_LI,Recambio Tuberia STR36p_LI,Proyectos Pelambres\SPTF\Recambio Tuberia STR36p\Recambio Tuberia STR36p_LI,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_08_OTROS_PROYECTOS\CL_MLP_PAO_SPTF_LI,"{'dataset': 'CL_MLP_PAO_SPTF_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
483,MLP SIG PAO LAYOUT OFFLINE v4,3,Proyectos Pelambres\SPTF\Recambio Tuberia STR36p,Proyectos Pelambres\SPTF\Recambio Tuberia STR36p\Recambio Tuberia STR36p_AR,Recambio Tuberia STR36p_AR,Proyectos Pelambres\SPTF\Recambio Tuberia STR36p\Recambio Tuberia STR36p_AR,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_08_OTROS_PROYECTOS\CL_MLP_PAO_SPTF_PO,"{'dataset': 'CL_MLP_PAO_SPTF_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
485,MLP SIG PAO LAYOUT OFFLINE v4,3,Proyectos Pelambres\SPTF\EBB10 Proyectado,Proyectos Pelambres\SPTF\EBB10 Proyectado\EBB10 Proyectado_PU,EBB10 Proyectado_PU,Proyectos Pelambres\SPTF\EBB10 Proyectado\EBB10 Proyectado_PU,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_08_OTROS_PROYECTOS\CL_MLP_PAO_SPTF_PU,"{'dataset': 'CL_MLP_PAO_SPTF_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
486,MLP SIG PAO LAYOUT OFFLINE v4,3,Proyectos Pelambres\SPTF\EBB10 Proyectado,Proyectos Pelambres\SPTF\EBB10 Proyectado\EBB10 Proyectado_LI,EBB10 Proyectado_LI,Proyectos Pelambres\SPTF\EBB10 Proyectado\EBB10 Proyectado_LI,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_08_OTROS_PROYECTOS\CL_MLP_PAO_SPTF_LI,"{'dataset': 'CL_MLP_PAO_SPTF_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
488,MLP SIG PAO LAYOUT OFFLINE v4,3,Proyectos Pelambres\SPTF\Canal contorno norte,Proyectos Pelambres\SPTF\Canal contorno norte\Canal contorno norte,Canal contorno norte,Proyectos Pelambres\SPTF\Canal contorno norte\Canal contorno norte,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_08_OTROS_PROYECTOS\CL_MLP_PAO_SPTF_LI,"{'dataset': 'CL_MLP_PAO_SPTF_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
494,MLP SIG PAO LAYOUT OFFLINE v4,5,Líneas Base\Arqueología y Paleontología\Arqueología\Elementos Patrimoniales\Elementos patrimoniales validados,Líneas Base\Arqueología y Paleontología\Arqueología\Elementos Patrimoniales\Elementos patrimoniales validados\Elementos patrimoniales validados (puntos),Elementos patrimoniales validados (puntos),Líneas Base\Arqueología y Paleontología\Arqueología\Elementos Patrimoniales\Elementos patrimoniales validados\Elementos patrimoniales validados (puntos),False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_01_EIA\CL_MLP_PAO_EIA_Elementos_patrimoniales_validados_PU,"{'dataset': 'CL_MLP_PAO_EIA_Elementos_patrimoniales_validados_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
495,MLP SIG PAO LAYOUT OFFLINE v4,5,Líneas Base\Arqueología y Paleontología\Arqueología\Elementos Patrimoniales\Elementos patrimoniales validados,Líneas Base\Arqueología y Paleontología\Arqueología\Elementos Patrimoniales\Elementos patrimoniales validados\Elementos patrimoniales validados (lineas),Elementos patrimoniales validados (lineas),Líneas Base\Arqueología y Paleontología\Arqueología\Elementos Patrimoniales\Elementos patrimoniales validados\Elementos patrimoniales validados (lineas),False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_01_EIA\CL_MLP_PAO_EIA_Elementos_patrimoniales_validados_LI,"{'dataset': 'CL_MLP_PAO_EIA_Elementos_patrimoniales_validados_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
496,MLP SIG PAO LAYOUT OFFLINE v4,5,Líneas Base\Arqueología y Paleontología\Arqueología\Elementos Patrimoniales\Elementos patrimoniales validados,Líneas Base\Arqueología y Paleontología\Arqueología\Elementos Patrimoniales\Elementos patrimoniales validados\Elementos patrimoniales validados (áreas),Elementos patrimoniales validados (áreas),Líneas Base\Arqueología y Paleontología\Arqueología\Elementos Patrimoniales\Elementos patrimoniales validados\Elementos patrimoniales validados (áreas),False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_01_EIA\CL_MLP_PAO_EIA_Elementos_patrimoniales_validados_PO,"{'dataset': 'CL_MLP_PAO_EIA_Elementos_patrimoniales_validados_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
498,MLP SIG PAO LAYOUT OFFLINE v4,5,Líneas Base\Arqueología y Paleontología\Arqueología\Elementos Patrimoniales\Elementos patrimoniales relevados por PAO,Líneas Base\Arqueología y Paleontología\Arqueología\Elementos Patrimoniales\Elementos patrimoniales relevados por PAO\Elementos patrimoniales relevados por PAO (puntos),Elementos patrimoniales relevados por PAO (puntos),Líneas Base\Arqueología y Paleontología\Arqueología\Elementos Patrimoniales\Elementos patrimoniales relevados por PAO\Elementos patrimoniales relevados por PAO (puntos),False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_01_EIA\CL_MLP_PAO_EIA_Elementos_patrimoniales_relevados_PAO_PU,"{'dataset': 'CL_MLP_PAO_EIA_Elementos_patrimoniales_relevados_PAO_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
499,MLP SIG PAO LAYOUT OFFLINE v4,5,Líneas Base\Arqueología y Paleontología\Arqueología\Elementos Patrimoniales\Elementos patrimoniales relevados por PAO,Líneas Base\Arqueología y Paleontología\Arqueología\Elementos Patrimoniales\Elementos patrimoniales relevados por PAO\Elementos patrimoniales relevados por PAO (áreas),Elementos patrimoniales relevados por PAO (áreas),Líneas Base\Arqueología y Paleontología\Arqueología\Elementos Patrimoniales\Elementos patrimoniales relevados por PAO\Elementos patrimoniales relevados por PAO (áreas),False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_01_EIA\CL_MLP_PAO_EIA_Elementos_patrimoniales_relevados_PAO_PO,"{'dataset': 'CL_MLP_PAO_EIA_Elementos_patrimoniales_relevados_PAO_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
500,MLP SIG PAO LAYOUT OFFLINE v4,3,Líneas Base\Arqueología y Paleontología\Arqueología,Líneas Base\Arqueología y Paleontología\Arqueología\Área de Influencia Arqueología,Área de Influencia Arqueología,Líneas Base\Arqueología y Paleontología\Arqueología\Área de Influencia Arqueología,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_01_EIA\CL_MLP_PAO_EIA_AREA_INFLUENCIA_ARQUEOLOGÍA_PO,"{'dataset': 'CL_MLP_PAO_EIA_AREA_INFLUENCIA_ARQUEOLOGÍA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
503,MLP SIG PAO LAYOUT OFFLINE v4,5,"Líneas Base\Arqueología y Paleontología\Arqueología\Cobertura de prospección\Cobertura prospectada (sup. Total :779,57 ha)","Líneas Base\Arqueología y Paleontología\Arqueología\Cobertura de prospección\Cobertura prospectada (sup. Total :779,57 ha)\Cobertura WSP",Cobertura WSP,"Líneas Base\Arqueología y Paleontología\Arqueología\Cobertura de prospección\Cobertura prospectada (sup. Total :779,57 ha)\Cobertura WSP",False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_01_EIA\CL_MLP_PAO_EIA_Cobertura_WSP_PO,"{'dataset': 'CL_MLP_PAO_EIA_Cobertura_WSP_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
504,MLP SIG PAO LAYOUT OFFLINE v4,5,"Líneas Base\Arqueología y Paleontología\Arqueología\Cobertura de prospección\Cobertura prospectada (sup. Total :779,57 ha)","Líneas Base\Arqueología y Paleontología\Arqueología\Cobertura de prospección\Cobertura prospectada (sup. Total :779,57 ha)\Cobertura INCO",Cobertura INCO,"Líneas Base\Arqueología y Paleontología\Arqueología\Cobertura de prospección\Cobertura prospectada (sup. Total :779,57 ha)\Cobertura INCO",False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_01_EIA\CL_MLP_PAO_EIA_Cobertura_INCO_PO,"{'dataset': 'CL_MLP_PAO_EIA_Cobertura_INCO_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
505,MLP SIG PAO LAYOUT OFFLINE v4,5,"Líneas Base\Arqueología y Paleontología\Arqueología\Cobertura de prospección\Cobertura prospectada (sup. Total :779,57 ha)","Líneas Base\Arqueología y Paleontología\Arqueología\Cobertura de prospección\Cobertura prospectada (sup. Total :779,57 ha)\Cobertura MLP0050",Cobertura MLP0050,"Líneas Base\Arqueología y Paleontología\Arqueología\Cobertura de prospección\Cobertura prospectada (sup. Total :779,57 ha)\Cobertura MLP0050",False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_01_EIA\CL_MLP_PAO_EIA_Cobertura_MLP0050_PO,"{'dataset': 'CL_MLP_PAO_EIA_Cobertura_MLP0050_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
506,MLP SIG PAO LAYOUT OFFLINE v4,4,Líneas Base\Arqueología y Paleontología\Arqueología\Cobertura de prospección,"Líneas Base\Arqueología y Paleontología\Arqueología\Cobertura de prospección\Cobertura no prospectable  (58,77 ha)","Cobertura no prospectable  (58,77 ha)","Líneas Base\Arqueología y Paleontología\Arqueología\Cobertura de prospección\Cobertura no prospectable  (58,77 ha)",False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_01_EIA\CL_MLP_PAO_EIA_Cobertura_no_prospectable_PO,"{'dataset': 'CL_MLP_PAO_EIA_Cobertura_no_prospectable_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
507,MLP SIG PAO LAYOUT OFFLINE v4,4,Líneas Base\Arqueología y Paleontología\Arqueología\Cobertura de prospección,"Líneas Base\Arqueología y Paleontología\Arqueología\Cobertura de prospección\Cobertura no prospectada (4,63 ha)","Cobertura no prospectada (4,63 ha)","Líneas Base\Arqueología y Paleontología\Arqueología\Cobertura de prospección\Cobertura no prospectada (4,63 ha)",False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_01_EIA\CL_MLP_PAO_EIA_Cobertura_no_prospectada_PO,"{'dataset': 'CL_MLP_PAO_EIA_Cobertura_no_prospectada_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
509,MLP SIG PAO LAYOUT OFFLINE v4,5,Líneas Base\Arqueología y Paleontología\Arqueología\Cobertura de prospección\Track de prospección,Líneas Base\Arqueología y Paleontología\Arqueología\Cobertura de prospección\Track de prospección\Track MLP,Track MLP,Líneas Base\Arqueología y Paleontología\Arqueología\Cobertura de prospección\Track de prospección\Track MLP,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_01_EIA\CL_MLP_PAO_EIA_Track_MLP,"{'dataset': 'CL_MLP_PAO_EIA_Track_MLP', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
510,MLP SIG PAO LAYOUT OFFLINE v4,5,Líneas Base\Arqueología y Paleontología\Arqueología\Cobertura de prospección\Track de prospección,Líneas Base\Arqueología y Paleontología\Arqueología\Cobertura de prospección\Track de prospección\Track INCO,Track INCO,Líneas Base\Arqueología y Paleontología\Arqueología\Cobertura de prospección\Track de prospección\Track INCO,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_01_EIA\CL_MLP_PAO_EIA_Track_INCO,"{'dataset': 'CL_MLP_PAO_EIA_Track_INCO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
