order,map_name,depth,group_path,layer_path,layer_name,long_name,is_group_layer,is_broken,visible,data_source,connection_info
142,MLP SIG PAO LAYOUT OFFLINE v4,4,Ajustes - RCA PAO\Obras Permanentes\6. LTE 23 kV\8. Derivación Fibra Óptica Sala Mauro,Ajustes - RCA PAO\Obras Permanentes\6. LTE 23 kV\8. Derivación Fibra Óptica Sala Mauro\Frente de Trabajo,Frente de Trabajo,Ajustes - RCA PAO\Obras Permanentes\6. LTE 23 kV\8. Derivación Fibra Óptica Sala Mauro\Frente de Trabajo,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_PO,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
144,MLP SIG PAO LAYOUT OFFLINE v4,3,Ajustes - RCA PAO\Obras Permanentes\7. Garita Desaladora,Ajustes - RCA PAO\Obras Permanentes\7. Garita Desaladora\Camaras Canalizaciones,Camaras Canalizaciones,Ajustes - RCA PAO\Obras Permanentes\7. Garita Desaladora\Camaras Canalizaciones,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_PU,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
145,MLP SIG PAO LAYOUT OFFLINE v4,3,Ajustes - RCA PAO\Obras Permanentes\7. Garita Desaladora,Ajustes - RCA PAO\Obras Permanentes\7. Garita Desaladora\Canalizaciones,Canalizaciones,Ajustes - RCA PAO\Obras Permanentes\7. Garita Desaladora\Canalizaciones,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_LI,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
146,MLP SIG PAO LAYOUT OFFLINE v4,3,Ajustes - RCA PAO\Obras Permanentes\7. Garita Desaladora,Ajustes - RCA PAO\Obras Permanentes\7. Garita Desaladora\Areas Garita,Areas Garita,Ajustes - RCA PAO\Obras Permanentes\7. Garita Desaladora\Areas Garita,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_PO,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
148,MLP SIG PAO LAYOUT OFFLINE v4,3,Ajustes - RCA PAO\Obras Permanentes\8. Banco ducto sentina,Ajustes - RCA PAO\Obras Permanentes\8. Banco ducto sentina\Puntos Banco Ducto Sentina,Puntos Banco Ducto Sentina,Ajustes - RCA PAO\Obras Permanentes\8. Banco ducto sentina\Puntos Banco Ducto Sentina,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_PU,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
149,MLP SIG PAO LAYOUT OFFLINE v4,3,Ajustes - RCA PAO\Obras Permanentes\8. Banco ducto sentina,Ajustes - RCA PAO\Obras Permanentes\8. Banco ducto sentina\Lineas Banco Ducto Sentina,Lineas Banco Ducto Sentina,Ajustes - RCA PAO\Obras Permanentes\8. Banco ducto sentina\Lineas Banco Ducto Sentina,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_LI,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
151,MLP SIG PAO LAYOUT OFFLINE v4,3,Ajustes - RCA PAO\Obras Permanentes\9. SDR NP,Ajustes - RCA PAO\Obras Permanentes\9. SDR NP\Detalle SDR NP,Detalle SDR NP,Ajustes - RCA PAO\Obras Permanentes\9. SDR NP\Detalle SDR NP,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_LI,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
154,MLP SIG PAO LAYOUT OFFLINE v4,3,Ajustes - RCA PAO\Obras Temporales\1.Cachimbas,Ajustes - RCA PAO\Obras Temporales\1.Cachimbas\Áreas Cachimbas,Áreas Cachimbas,Ajustes - RCA PAO\Obras Temporales\1.Cachimbas\Áreas Cachimbas,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_PO,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
155,MLP SIG PAO LAYOUT OFFLINE v4,3,Ajustes - RCA PAO\Obras Temporales\1.Cachimbas,Ajustes - RCA PAO\Obras Temporales\1.Cachimbas\Frentes Provisorios,Frentes Provisorios,Ajustes - RCA PAO\Obras Temporales\1.Cachimbas\Frentes Provisorios,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_PO,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
156,MLP SIG PAO LAYOUT OFFLINE v4,2,Ajustes - RCA PAO\Obras Temporales,Ajustes - RCA PAO\Obras Temporales\2. Comedor móvil,2. Comedor móvil,Ajustes - RCA PAO\Obras Temporales\2. Comedor móvil,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_PO,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
159,MLP SIG PAO LAYOUT OFFLINE v4,4,Ajustes - RCA PAO\Obras Temporales\3. IIFF\1. IIFF 15,Ajustes - RCA PAO\Obras Temporales\3. IIFF\1. IIFF 15\IIFF 15,IIFF 15,Ajustes - RCA PAO\Obras Temporales\3. IIFF\1. IIFF 15\IIFF 15,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_LI,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
161,MLP SIG PAO LAYOUT OFFLINE v4,4,Ajustes - RCA PAO\Obras Temporales\3. IIFF\2. IIFF 17,Ajustes - RCA PAO\Obras Temporales\3. IIFF\2. IIFF 17\IIFF 17,IIFF 17,Ajustes - RCA PAO\Obras Temporales\3. IIFF\2. IIFF 17\IIFF 17,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_PO,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
163,MLP SIG PAO LAYOUT OFFLINE v4,4,Ajustes - RCA PAO\Obras Temporales\3. IIFF\3. IIFF 3,Ajustes - RCA PAO\Obras Temporales\3. IIFF\3. IIFF 3\Obras IIFF 3,Obras IIFF 3,Ajustes - RCA PAO\Obras Temporales\3. IIFF\3. IIFF 3\Obras IIFF 3,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_LI,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
164,MLP SIG PAO LAYOUT OFFLINE v4,4,Ajustes - RCA PAO\Obras Temporales\3. IIFF\3. IIFF 3,Ajustes - RCA PAO\Obras Temporales\3. IIFF\3. IIFF 3\Área IIFF 3,Área IIFF 3,Ajustes - RCA PAO\Obras Temporales\3. IIFF\3. IIFF 3\Área IIFF 3,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_PO,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
166,MLP SIG PAO LAYOUT OFFLINE v4,4,Ajustes - RCA PAO\Obras Temporales\3. IIFF\4. IIFF 7,Ajustes - RCA PAO\Obras Temporales\3. IIFF\4. IIFF 7\IIFF 7,IIFF 7,Ajustes - RCA PAO\Obras Temporales\3. IIFF\4. IIFF 7\IIFF 7,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_LI,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
168,MLP SIG PAO LAYOUT OFFLINE v4,4,Ajustes - RCA PAO\Obras Temporales\3. IIFF\5. IIFF 11,Ajustes - RCA PAO\Obras Temporales\3. IIFF\5. IIFF 11\IIFF 15,IIFF 15,Ajustes - RCA PAO\Obras Temporales\3. IIFF\5. IIFF 11\IIFF 15,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_LI,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
170,MLP SIG PAO LAYOUT OFFLINE v4,4,Ajustes - RCA PAO\Obras Temporales\3. IIFF\6. IIFF 2,Ajustes - RCA PAO\Obras Temporales\3. IIFF\6. IIFF 2\IIFF 2,IIFF 2,Ajustes - RCA PAO\Obras Temporales\3. IIFF\6. IIFF 2\IIFF 2,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_LI,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
172,MLP SIG PAO LAYOUT OFFLINE v4,3,Ajustes - RCA PAO\Obras Temporales\4. Patio Acopio 19B,Ajustes - RCA PAO\Obras Temporales\4. Patio Acopio 19B\Patio Acopio 19B,Patio Acopio 19B,Ajustes - RCA PAO\Obras Temporales\4. Patio Acopio 19B\Patio Acopio 19B,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_PO,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
175,MLP SIG PAO LAYOUT OFFLINE v4,4,Ajustes - RCA PAO\Obras Temporales\5. Pipe Thruster\1. Túnel Coirón,Ajustes - RCA PAO\Obras Temporales\5. Pipe Thruster\1. Túnel Coirón\Pipe Thruster TC,Pipe Thruster TC,Ajustes - RCA PAO\Obras Temporales\5. Pipe Thruster\1. Túnel Coirón\Pipe Thruster TC,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_LI,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
176,MLP SIG PAO LAYOUT OFFLINE v4,4,Ajustes - RCA PAO\Obras Temporales\5. Pipe Thruster\1. Túnel Coirón,Ajustes - RCA PAO\Obras Temporales\5. Pipe Thruster\1. Túnel Coirón\Áreas de maniobras TC,Áreas de maniobras TC,Ajustes - RCA PAO\Obras Temporales\5. Pipe Thruster\1. Túnel Coirón\Áreas de maniobras TC,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_PO,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
178,MLP SIG PAO LAYOUT OFFLINE v4,4,Ajustes - RCA PAO\Obras Temporales\5. Pipe Thruster\2. Túnel Las Animas,Ajustes - RCA PAO\Obras Temporales\5. Pipe Thruster\2. Túnel Las Animas\Pipe Thruster TLA,Pipe Thruster TLA,Ajustes - RCA PAO\Obras Temporales\5. Pipe Thruster\2. Túnel Las Animas\Pipe Thruster TLA,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_LI,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
179,MLP SIG PAO LAYOUT OFFLINE v4,4,Ajustes - RCA PAO\Obras Temporales\5. Pipe Thruster\2. Túnel Las Animas,Ajustes - RCA PAO\Obras Temporales\5. Pipe Thruster\2. Túnel Las Animas\Áreas de maniobras TLA,Áreas de maniobras TLA,Ajustes - RCA PAO\Obras Temporales\5. Pipe Thruster\2. Túnel Las Animas\Áreas de maniobras TLA,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_PO,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
181,MLP SIG PAO LAYOUT OFFLINE v4,3,Ajustes - RCA PAO\Obras Temporales\6. Nuevos Patios Coirón y Las Animas,Ajustes - RCA PAO\Obras Temporales\6. Nuevos Patios Coirón y Las Animas\Nuevos Patios TLA-TC,Nuevos Patios TLA-TC,Ajustes - RCA PAO\Obras Temporales\6. Nuevos Patios Coirón y Las Animas\Nuevos Patios TLA-TC,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_PO,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
183,MLP SIG PAO LAYOUT OFFLINE v4,3,Ajustes - RCA PAO\Obras Temporales\7. Inst. Bajo Camisas,Ajustes - RCA PAO\Obras Temporales\7. Inst. Bajo Camisas\Inst. Bajo Camisas,Inst. Bajo Camisas,Ajustes - RCA PAO\Obras Temporales\7. Inst. Bajo Camisas\Inst. Bajo Camisas,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_13_AJUSTES_RCA\CL_MLP_PAO_AJUSTES_RCA_PO,"{'dataset': 'CL_MLP_PAO_AJUSTES_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
188,MLP SIG PAO LAYOUT OFFLINE v4,4,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica SE Mauro -  EB2\Subestación Mauro,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica SE Mauro -  EB2\Subestación Mauro\Obras Nuevas,Obras Nuevas,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica SE Mauro -  EB2\Subestación Mauro\Obras Nuevas,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
189,MLP SIG PAO LAYOUT OFFLINE v4,4,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica SE Mauro -  EB2\Subestación Mauro,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica SE Mauro -  EB2\Subestación Mauro\Subestación Mauro,Subestación Mauro,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica SE Mauro -  EB2\Subestación Mauro\Subestación Mauro,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
190,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica SE Mauro -  EB2,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica SE Mauro -  EB2\Linea Proyectada,Linea Proyectada,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica SE Mauro -  EB2\Linea Proyectada,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_LI,"{'dataset': 'CL_MLP_PAO_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
191,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica SE Mauro -  EB2,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica SE Mauro -  EB2\Localización de Estructuras,Localización de Estructuras,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica SE Mauro -  EB2\Localización de Estructuras,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PU,"{'dataset': 'CL_MLP_PAO_RCA_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
192,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica SE Mauro -  EB2,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica SE Mauro -  EB2\Base Estructuras,Base Estructuras,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica SE Mauro -  EB2\Base Estructuras,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
193,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica SE Mauro -  EB2,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica SE Mauro -  EB2\Caminos de Acceso,Caminos de Acceso,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica SE Mauro -  EB2\Caminos de Acceso,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
194,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica SE Mauro -  EB2,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica SE Mauro -  EB2\Área de Trabajo,Área de Trabajo,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica SE Mauro -  EB2\Área de Trabajo,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PO,"{'dataset': 'CL_MLP_PAO_RCA_PO', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
196,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica ER2 - Piuquenes,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica ER2 - Piuquenes\Línea Electrica,Línea Electrica,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica ER2 - Piuquenes\Línea Electrica,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_LI,"{'dataset': 'CL_MLP_PAO_RCA_LI', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
197,MLP SIG PAO LAYOUT OFFLINE v4,3,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica ER2 - Piuquenes,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica ER2 - Piuquenes\Localización Estructuras,Localización Estructuras,Layout - RCA\Líneas de Transmisión Eléctrica\Línea Eléctrica ER2 - Piuquenes\Localización Estructuras,False,False,True,\\amssclgis08.ams.gmams.cl\CL_MLP_PAO\02_FGDB\CL_MLP_PAO_v1.gdb\CL_MLP_PAO_05_RCA\CL_MLP_PAO_RCA_PU,"{'dataset': 'CL_MLP_PAO_RCA_PU', 'workspace_factory': 'File Geodatabase', 'connection_info': {'database': '\\\\amssclgis08.ams.gmams.cl\\CL_MLP_PAO\\02_FGDB\\CL_MLP_PAO_v1.gdb'}}"
