"ready_for_datastore","review_reason","path","relative_path","file_name","expected_file_name","destination_path","destination_folder","original_expected_file_name","expected_name","expected_date_token","destination_date_folder","expected_sector","sector_source","rename_status","spatial_status","spatial_sector_raw","spatial_sector","spatial_overlap_pct","spatial_overlap_count","spatial_all_matches","duplicate_expected_file_name","duplicate_sequence","duplicate_was_resolved","size_mb","modified_at"
"False","sin_fecha|cruza_multiples_sectores","\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002665_ORTOFOTO_LINEA 33KV E-085-E125 ( Prioridad 7)_16_16_05_26.tif","SOLO_TIF_19May26\GEOSP-TRN-002665_ORTOFOTO_LINEA 33KV E-085-E125 ( Prioridad 7)_16_16_05_26.tif","GEOSP-TRN-002665_ORTOFOTO_LINEA 33KV E-085-E125 ( Prioridad 7)_16_16_05_26.tif","","",,"","","","","","spatial_sector","sin_fecha","ok","TORRE_E85_A_E_125","TORRE_E85_A_E_125","49.09758432061488","37","TORRE_E85_A_E_125:49.10|TORRE_E85_A_E_125:48.98|TORRE_E85_A_E_125:48.94|TORRE_E85_A_E_125:48.86|TORRE_E85_A_E_125:48.15|TORRE_E85_A_E_125:47.89|TORRE_E85_A_E_125:26.10|TORRE_E85_A_E_125:26.08|DME5A-DME17-a-NSTC-78p9:26.07|TORRES_E84_A_E127:25.95|TORRE_E85_A_E_125:25.84|TORRES_E85_A_E125:21.41|TORRE_E85_A_E_125:21.37|TORRE_E85_A_E125:21.36|TORRE_E85_A_E_125:21.08|TORRES_E48_A_E84_PV4:1.75|TORRES_E48_A_E84_PV4:0.41|MonteAranda-NSTC-Km-84p2-a-82p3:0.29|MonteAranda-NSTC-Km-84p2-a-82p3:0.28|MonteAranda-NSTC-Km-84p2-a-82p3:0.28|MonteAranda-NSTC-Km-84p2-a-82p3:0.28|MonteAranda-NSTC-Km-84p2-a-82p3:0.28|MonteAranda-NSTC-Km-84p2-a-82p3:0.27|MonteAranda-NSTC-Km-84p2-a-82p3:0.23|MonteAranda-NSTC-Km-84p2-a-82p3:0.23|MonteAranda-NSTC-Km-84p2-a-82p3:0.22|MonteAranda-NSTC-Km-84p2-a-82p3:0.21|MonteAranda-NSTC-Km-84p2-a-82p3:0.20|MonteAranda-NSTC-Km-84p2-a-82p3:0.20|MonteAranda-NSTC-Km-84p2-a-82p3:0.20|MonteAranda-NSTC-Km-84p2-a-82p3:0.19|MonteAranda-NSTC-Km-84p2-a-82p3:0.18|TORRES_E48_A_E84_PV4:0.15|TORRES_E48_A_E84_PV4:0.14|TORRES_E48_A_E84_PV4:0.12|TORRES_E48_A_E84_PV4:0.12|TORRES_E48_A_E84_PV4:0.11","False","","False","1158.81","2026-06-05 11:49:09"
